BRANCH_ID|CUST_SHIP_ID|CUST_NAME|CUST_ADDR1|CUST_ADDR2|CUST_CITY|CUST_POSTAL_CODE|CUST_TYPE_ID|CUST_SHIP_ID_ORACLE|
30|3003193|APT. KIMIA FARMA SANGGATA (PPO 361)|JL YOS SUDARSO II NO.41 RT.16 KEL SINGA KARTA KEC. SANGATTA UTARA||SANGATTA||A1|318030|
30|3003193|APT. KIMIA FARMA SANGGATA (PPO 361)|JL YOS SUDARSO II NO.41 RT.16 KEL SINGA KARTA KEC. SANGATTA UTARA||SANGATTA||D1|318030|
32|3206724|APT. KIMIA FARMA SENGKANG|KIMIA FARMA SENGKANG||SENGKANG||A1|311893|
32|3206724|APT. KIMIA FARMA SENGKANG|KIMIA FARMA SENGKANG||SENGKANG||D1|311893|
53|5300948|APT. KIMIA FARMA SERUNI|KOMPLEK PERTOKOAN SERUNI INDAH BLOK I-2 NO 9 TELUK TERING||BATAM||A1|287515|
53|5300948|APT. KIMIA FARMA SERUNI|KOMPLEK PERTOKOAN SERUNI INDAH BLOK I-2 NO 9 TELUK TERING||BATAM||D1|287515|
52|5201098|APT. KIMIA FARMA SIMEULUE|APT KF SIMEULUE - JL. T.R. MAHMUD KOMPL RSUD SIMEULUE - KP AIR DINGIN||SINABANG - ACEH SIMEULUE||D1|284157|
53|5300769|APT. KIMIA FARMA SIMPANG KARA|KOMP. GOLDEN LAND HOUSING BLOK L NO 03||BATAM||A1|287528|
53|5300769|APT. KIMIA FARMA SIMPANG KARA|KOMP. GOLDEN LAND HOUSING BLOK L NO 03||BATAM||D1|287528|
53||APT. KIMIA FARMA SIMPANG KARA|KOMP. GOLDEN LAND HOUSING BLOK L NO 3||BATAM||A1|344769|
53||APT. KIMIA FARMA SIMPANG KARA|KOMP. GOLDEN LAND HOUSING BLOK L NO 3||BATAM||D1|344769|
32|3206009|APT. KIMIA FARMA SUDIANG|JL. PERINTIS KEMEDEKAAN KM 19  NO. 201||MAKASSAR||A1|311825|
32|3206009|APT. KIMIA FARMA SUDIANG|JL. PERINTIS KEMEDEKAAN KM 19  NO. 201||MAKASSAR||D1|311825|
23||APT. KIMIA FARMA SUDIRMAN|JL. JEND SUDIRMAN NO. 31 BLOK LAMEPAYUNG (KF SUDIRMAN)||KAB. KUNINGAN||D1|276112|
30|3003202|APT. KIMIA FARMA SUKARAME TENGGARONG|JL APT PRANOTO NO. 2 RT. 3 KEL SUKARAME||TENGGARONG||A1|318054|
30|3003202|APT. KIMIA FARMA SUKARAME TENGGARONG|JL APT PRANOTO TENGGARONG||TENGGARONG||D1|318054|
26||APT. KIMIA FARMA SUKOMULYO|JL.KALIMANTAN NO.17 MANYAR||GRESIK||A1|313396|
53||APT. KIMIA FARMA TAMAN GURINDAM PERMAI|JL. D I PANJAITAN NO. 15 KM. 9 TANJUNG PINANG||BATAM||A1|332280|
53||APT. KIMIA FARMA TAMAN GURINDAM PERMAI|JL. D I PANJAITAN NO. 15 KM. 9 TANJUNG PINANG||BATAM||D1|332280|
53|5300908|APT. KIMIA FARMA TEMBESI|JL. TRANS BARELANG KOMP. PERTOKOAN BUANA IMPIAN KEL. TEMBESI KEC. SAGULUNG||BATAM||A1|287516|
53|5300908|APT. KIMIA FARMA TEMBESI|KOMPLEK PERTOKOAN BUANA IMPIAN BLOK DD NO 03-04||BATAM||D1|287516|
53||APT. KIMIA FARMA TIBAN GARDEN|KOMP. TIBAN GARDEN BLOK C NO. 26 KEC. KEL. TIBAN INDAH KEC. SEKUPANG||BATAM||A1|355766|
53||APT. KIMIA FARMA TIBAN GARDEN|KOMP. TIBAN GARDEN BLOK C NO. 26 KEC. KEL. TIBAN INDAH KEC. SEKUPANG||BATAM||D1|355766|
30|3003201|APT. KIMIA FARMA TIMBAU TENGGARONG|JL WOLTER MONGONSIDI RT.06 TENGGARONG||TENGGARONG||A1|318038|
52|5200991|APT. KIMIA FARMA ULEE KARENG|APT KF ULEE KARENG - JL. TEUKU ISKANDAR NO. 2 - GAMPONG LAMGLUMPANG||ULEE KARENG - BANDA ACEH||A1|284152|
35|3504996|APT. KIMIA FARMA UMB|JL. S. PARMAN NO.25 KEL PENURUNAN||BENGKULU||A1|299010|
35|3504996|APT. KIMIA FARMA UMB|JL. S. PARMAN NO.25 KEL PENURUNAN||BENGKULU||D1|299010|
32|3206485|APT. KIMIA FARMA URIP|JL URIP SUMOHARJA PANAKUKANG||MAKASSAR||A1|311875|
30|3003469|APT. KINAYA|JL M SAID NO 17 RT 10 KEL LOK BAHU KEC SUNGAI PINANG||SAMARINDA||A1|317656|
35|3505352|APT. KIRANA|JL. AHMAD MARZUKI NO.63 KEL TALANG RIMBO BARU KEC CURUP TENGAH||REJANG LEBONG||A1|298629|
35|3504803|APT. KIRANA FARMA|JL. BETAWI RAYA NO. 1886-A KELURAHAN LEBUNG GAJAH KEC SEMATANG BORANG||PALEMBANG||D1|298200|
53|5300687|APT. KITA|JL. HANG LEKIR NO.21-22 KM. 10||TANJUNGPINANG||A1|287264|
35|3502994|APT. KITA|JL. YOS SUDARSO NO. 21/48 KEL. PASIR GARAM||PANGKAL PINANG||A1|298859|
30|3003042|APT. KITA (TAN HENDRIK)|JL. AHMAD YANI NO.65 RT.23 KEL. KARANG REJO KEC BPP TENGAH||BALIKPAPAN||A1|318309|
29|2902509|APT. KITA FARMA|JL. P.DIPONEGORO NO. 136||SINGKAWANG||A1|324529|
36|3604854|APT. KLINIK PRATAMA KOTA TUA|JL. KELENTENG II NO.272||PADANG||A1|291677|
30|3003583|APT. KOKAPURA MEDIKA FARMA|JL. MR. ISWAHYUDI NO. 449 B SEPINGGAN BALIKPAPAN||BALIKPAPAN||A1|317877|
35|3503786|APT. KOMALA|JL. H. SANUSI NO.037 RT.037 RW.006 KEL. SUKA BANGUN KEC. SUKARAMI||PALEMBANG||A1|299160|
36|3604160|APT. KPN RSUD DR ACHMAD DARWIS|JL. TAN MALAKA NO.1 KEC. SULIKI KAB. LIMA PULUH KOTA||PAYAKUMBUH||R7|291865|
24||APT. KRADENAN FARMA|JL. DEWI SARTIKA TIMUR.KEL SUKOREJO||SEMARANG||A1|288682|
30|3002545|APT. KRISHNA FARMA|JL. YOS SUDARSO IV RT.15 NO.1 DESA TELUK LINGGA||SANGATTA||A1|317533|
30|3002929|APT. KRISNA MEDIKA|JL. CIPTOMANGUNKUSUMO NO.1B KEL. SIMPANG TIGA KEC. LOA JANAN ILIR||SAMARINDA||A1|318361|
29|2903934|APT. KS|JL. DUSUN CAHAYA SELATAN NO.96||SUNGAI DURI.SUNGAI RAYA||A1|325118|
29|2903958|APT. KS FARMA|JL. DR.WAHIDIN SUDIROHUSODO NO.88||PONTIANAK||A1|324919|
36|3601421|APT. KSATRIA|JL.KSATRIA NO.3||PADANG||A1|291667|
29|2903951|APT. KUALA MEDIKA|JL. KH.ABDURRAHMAN WAHID NO.8 G||KUBU RAYA||A1|325167|
29|2903834|APT. KUALA SEHAT|JL. KH. ABDURRAHMAN WAHID NO.88||JUBU RAYA||A1|324918|
24|2404692|APT. KUDUS|JL LUKMONO HADI 74||KUDUS||A1|248097|
30|3003387|APT. KUMALA|JL. P. ANTASARI NO.33B RT.2 KEL. AIR PUTIH KEC. SMD ULU||SAMARINDA||A1|318212|
24||APT. KUPANG FARMA|JL. JEND SUDIRMAN NO.146||AMBARAWA||A1|315179|
45|4501144|APT. KURNIA|JL. PATTIMURA NO.25||PALU||A1|305139|
29|2903094|APT. KURNIA|JL. RAYA DESA KAPUR||PONTIANAK||A1|324652|
24||APT. KUSUMA FARMA|JL. MAYJEN BAMBANG SUGENG KM. 3||WONOSOBO||A1|347683|
30|3003419|APT. KUSUMA FARMA|JL. NEGARA KM.143 RT.024 BATU KAJANG BATU SOPANG||PASER||A1|317698|
32|3200803|APT. KUSUMA FARMA|JL. S.SADDANG NO. 49||MAKASSAR||A1|311309|
30||APT. L'MAS|JL. KAMBOJA RT.43 KEL. KARANG ANYAR||TARAKAN||A1|329292|
30|3003109|APT. LABBAIK (HADRIANA)|JL. GUNUNG LINGAI RT.04 KEL. GUNUNG LINGAI KEC. SUNGAI PINANG KOTA||SAMARINDA||A1|318424|
36|3603992|APT. LAGUNA|JL. JEND. SUDIRMAN NO.208 KEL. BALAI-BALAI||PADANG PANJANG||A1|291360|
35|3505470|APT. LALA FARMA|JL. MASKAREBET RAYA BLOK CC NO.2 RT.064 RW.001 KEL TALANG KELAPA||PALEMBANG||A1|298359|
45|4501600|APT. LALITA|JL. TG. TADA NO.17 RT.3 RW II||PALU||A1|304970|
32|3200757|APT. LANA FARMA|JL. CENDRAWASIH 342||MAKASSAR||A1|311221|
35|3504712|APT. LANCAR|JL. A. YANI RT.027 RW.008 KELURAHAN 7 ULU||PALEMBANG||A1|298344|
36|3602917|APT. LANDBOUW|JL. PROF. HAMKA NO. 46 B||BUKITTINGGI||A1|291321|
36|3603218|APT. LANGKAMI|JL. RAYA NANGGALO NO.I SITEBA KEL. SUARU GADANG||PADANG||A1|292162|
52|5200118|APT. LARIS 2  - PEUNAYONG|JL. TEUKU PANGLIMA POLEM NO. 56 - GAMPONG PEUNAYONG||PEUNAYONG - BANDA ACEH||A1|283856|
52|5200438|APT. LARIS 3 BLANG PIDIE (RASMADI) - BLANG PIDIE|JL. PERSADA NO. 2-3 - GAMPONG KEUDEE SIBLAH||BLANG PIDIE - ACEH BARAT DAYA||A1|283952|
52|5201081|APT. LARIS 5 (CHANDRA ARJUNA PUTRA) - BANDA ACEH|JL. POCUT BAREN NO. 62 - GAMPONG KEURAMAT||KEURAMAT - BANDA ACEH||A1|283773|
52|5200118|APT. LARIS DUA|JL. TEUKU PANGLIMA POLEM NO. 56 - GAMPONG PEUNAYONG||PEUNAYONG - BANDA ACEH||A1|283856|
52||APT. LARIS FARMA BIREUEN (MURHADI BUKHARI) - BIREUEN|JL. PANGLIMA POLEM NO. 24||BANDAR BIREUEN||A1|328312|
30||APT. LATIPAH|JL NIAGA KECAMATAN TANAH GROGOT||TANAH GROGOT||A1|381148|
30|3003001|APT. LATIVA|JL. BIAWAN RT.10 NO.1 KEL. SIDOMULYO||SAMARINDA||A1|318216|
35|3503450|APT. LEBENCAL|APT. LEBENCAL||BELITUNG||A1|299248|
53|5300204|APT. LEGENDA|KOMP. RUKO HANG KESTURI BLOK G3 NO.3||BATAM||A1|287501|
35|3505347|APT. LEMANANG FARMA|JL. RAYA RANAU DESA TEBING GADING KEL BATU BELANG JAYA KEC MUARA DUA||OKUS||A1|298609|
32|3203703|APT. LEO FARMA|JL. PERUMNAS RAYA NO. 12||MAKASSAR||A1|312058|
30|3000650|APT. LESTARI|JL. PANGLIMA BATUR NO. 1||SAMARINDA||A1|317729|
52|5201034|APT. LESTARI (AMINULLAH) - TINGKEUM|JL. SOEKARNO HATTA NO.26 - GAMPONG TINGKEUM||TINGKEUM-DARUL IMARAH - ACEH BESAR||A1|283761|
32|3201140|APT. LESTARI AMANAH FARMA|JL. PERSATUAN RAYA NO. 56||SINJAI||A1|311380|
36|3601723|APT. LF SUDIRMAN|JL SUDIRMAN NO.12||BUKIT TINGGI||A1|291626|
35|3504204|APT. LILI|JL. SH. WARDOYO NO.897 RT.023 RW.006 KEL. 7 ULU KEC. SU I||PALEMBANG||D1|298462|
35|3500595|APT. LIMASTA|JL. JEND. SUDIRMAN NO. 102 RT.11 RW.02||PALEMBANG||A1|299052|
35|3504187|APT. LINA FARMA|JL. MUHIDIN NO.3 SUNGAILIAT KEC. SUNGAI LIAT||BANGKA||A1|298451|
45||APT. LINDA FARMA|JL. WR. SUPRATMAN NO.54||PALU||A1|329029|
30|3001712|APT. LINGGA HUSADA|RUKO MALL FANTASI SENTRA EROPA BLOK AB 9 NO. 11||BALIKPAPAN||A1|317833|
24||APT. LISA 24|JL. PEMUDA 51A||JEPARA||A1|296401|
30||APT. LISA FARMA|JL A YANI 03 RT. 69||BALIKPAPAN||A1|365577|
32|3200735|APT. LISA FARMA|JL. DG. TATA NO. 41||MAKASSAR||A1|311210|
30|3000795|APT. LISA FARMA|JL.A.YANI NO. 03 RT.69||BALIKPAPAN||A1|317930|
28|2802968|APT. LODOYO|JL. RAYA UTARA NO. 70 LODOYO||BLITAR||A1|267856|
53||APT. LOVELY FARMA|RUKO PURIMAS BLOK B NO.21 TELUK TERING BATAM KOTA||BATAM||A1|356685|
32|3201060|APT. LUWU FARMA|JL.H.A.DJEMMA NO.28||PALOPO||A1|311436|
30|3000149|APT. LYSTIA FARMA|JL. P. HIDAYATULLAH NO. 17||SAMARINDA||A1|317751|
53|5300279|APT. M-23|KOMPLEK GRIYA PRATAMA BLOK II NO.04 BATUAJI||BATAM||A1|287560|
30|3002585|APT. M. YAMIN|JL. M. YAMIN RUKO SUPER BLOK NO. 12-14 KEL. GUNUNG KELUA||SAMARINDA||A1|317556|
32|3200798|APT. MACCINI FARMA|JL. URIP SUMOHARJO NO. 28||MAKASSAR||A1|311203|
36|3601369|APT. MADINA|JL. DAMAR NO. 57 A||PADANG||A1|291661|
30|3003574|APT. MADINA FARMA|JL. INDRAKILA NO 6 RT. 30 GN SAMARINDA  BALIKPAPAN||BALIKPAPAN||A1|317856|
32|3206445|APT. MADISING/ IR H. ZAENAL BAKRI|JL. JEND. AHMAD YANI NO.159||RAPPANG||A1|311549|
36|3600104|APT. MADYA|JL. PROKLAMASI NO. 50||PADANG||A1|291138|
36|3601360|APT. MADYA I|JL. PERINTIS KEMERDEKAAN NO. 96||PADANG||A1|291660|
53|5300747|APT. MAESTRO|JL. DR SUTOMO NO.4||TANJUNG PINANG||A1|287465|
35|3504282|APT. MAGGHA MULIA / PT MAGGHA MULIA|JL. DEMPO LUAR NO. 408 C||PALEMBANG||D1|299180|
35|3503343|APT. MAGGHA MULIA II / PT MAGGHA MULIA|JL. JENDERAL SUDIRMAN NO.29570-D RT.00 RW.00 20 ILIR III-ILIR TIMUR I||PALEMBANG||D1|299179|
35|3502516|APT. MAHKOTA|JL.JEND.SUDIRMAN NO.2937 G RT.16 RW.05 KEL.20 ILIR||PALEMBANG||A1|298836|
30|3003336|APT. MAJESTY FARMA|JL. GUNUNG AJI RT.09 NO.55 MELAK||KUTAI BARAT||A1|317651|
35|3505055|APT. MAJU SEHAT|JL.PALEMBANG-BETUNG KM.13 NO 225 RT 01 RW 01 KEL.SUKAJADI||BANYUASIN||A1|299113|
45|4501462|APT. MAKASSAR FARMA|JL. AHMAD YANI NO.18B KEL. DONDO||AMPANA||A1|304966|
32|3202464|APT. MAKASSAR JAYA LESTARI|JL. KARUNRUNG NO.1 D||MAKASSAR||A1|311833|
35|3505365|APT. MAKMUR|JL. PASAR INPRES RT.016 RW.004 KEL. SUNGAI LILIN KEC.SUNGAI LILIN||MUSI BANYUASIN||A1|298671|
29||APT. MAKMUR|JL. SANGGAU LEDO||BENGKAYANG||A1|326904|
29|2900108|APT. MAKMUR II|JL.GAJAH MADA NO.57||PONTIANAK||A1|324324|
36|3603926|APT. MAKMUR MANDIRI|JL. PROF. M. YAMIN NO.36 KP BARU||PARIAMAN||A1|291347|
30|3003416|APT. MAKMUR RAYA|JL. INDRAKILLA NO.12 RT.04||BALIKPAPAN||A1|317695|
30|3002284|APT. MAKMUR SEHAT|JL. AMPERA II RT.40 KEL. RAWA MAKMUR KEC. PALARAN||SAMARINDA||A1|318095|
32|3206849|APT. MAKMUR/LAY FUK SIAN|JL KUMALA NO 131||MAKASSAR||A1|311460|
30|3002886|APT. MAKROMAN (SYELFITHA RUPANG)|JL. PROPINSI NO.59 RT.06 KEL. MAKROMAN||SAMARINDA||A1|318305|
28||APT. MAL-24|JL. PAHLAWAN SUNARYO 280 RT.003 RW.003 PANDAAN||PASURUAN||A1|286918|
29|2902395|APT. MANDIRI|JL. MERDEKA BARAT NO. 649||PONTIANAK||A1|324489|
30|3001815|APT. MANDIRI|JL. PENGGALANG GG. BERSAMA BLOK II NO. 43 RT 33||BALIKPAPAN||A1|317943|
29|2902585|APT. MANDIRI|JL. SUDIRMAN NO.64 RT.16 RW.VI KELURAHAN BERINGIN||SANGGAU||A1|324554|
52||APT. MANDIRI (HENDRIZAL) - LHOKSEUMAWE|JL. DARUSSALAM NO. 44||LHOKSEUMAWE||A1|332970|
35|3500590|APT. MANDIRI / ISKANDAR TJANDRA|JL. LINGKARAN I NO.357 RT.12 KEL.15 ILIR||PALEMBANG||A1|299051|
29|2902396|APT. MANDIRI 2|JL. KHW. HASYIM NO. 122||PONTIANAK||A1|324490|
45|4501539|APT. MANGGALA|JL. IMAM BONJOL NO.38||PALU||A1|305093|
35|3503452|APT. MANGGAR JAYA|JL. BIOSKOP MEGA NO.168 RT.29 RW.13 MANGGAR||BELITUNG||A1|299261|
30|3001806|APT. MANJUR|JL. MT. HARYONO BLOCK B3 NO. 12||BALIKPAPAN||A1|317922|
30|3003114|APT. MANJUR (SAHRUDIN)|JL. SOEKARNO HATTA RT.12 SIMPANG TIGA LOA JANAN ILIR SMD SEBRANG||SAMARINDA||A1|318443|
24||APT. MANNA|RUKO GRAHA WAHID B 3A||SEMARANG||A1|276605|
45||APT. MANONDA|JL. SUNGAI MANONDA||PALU||A1|306354|
30||APT. MANUNGGAL|JL MULAWARMAN NO.03 RT.06 KEL MANUNGGAL JAYA KEC TENGGARONG SEBERANG||KUTAI KERTANEGARA||A1|376339|
24||APT. MANUNGGAL DJATI|JL. JOHAR NO. 84 RT.001 RW.005||KUDUS||A1|271776|
27||APT. MANUT FARMA|JL MERPATI NO.9||DENPASAR||A1|305386|
26|2601251|APT. MAPAN|JL. RUNGKUT MAPAN UTARA CA/26||SURABAYA||D2|264735|
45|4501513|APT. MARANATHA|JL. RENDELEMBAH NO. 19 DESA TINGGEDE KEC MARAWOLA||SIGI||A1|305038|
30||APT. MARCONI|JL PATTIMURA NO.44 RT.16||TARAKAN||A1|338955|
32|3200884|APT. MARICAYA FARMA|JL. ANUANG NO. 14||MAKASSAR||A1|311289|
35|3505432|APT. MASITHO|JL. RESIDEN H NAJAMUDDIN KOMPLEK KENTEN SEJAHTERA 2 BLK A1 RT05 RW03||PALEMBANG||A1|299175|
35|3503002|APT. MASITO|JL. PANGERAN AYIN KOMP. POLIGON SEJAHTERA 2 BLOK A1 RT 06 / RW 03||PALEMBANG||A1|299174|
23|2303694|APT. MATA|JL. PRABU KIANSANTANG NO.03 BLOK 3 01/09||PABUARAN||A1|238626|
35|3503871|APT. MATA MERAH|APT. MATA MERAH||PALEMBANG||A1|299387|
52|5200984|APT. MATANG FARMA (HERMAN) - MATANG GLP DUA|JL. BANDA ACEH - MEDAN NO.11 - GAMPONG MEUNASAH DAYAH||KEUDEE MATANG GEULUMPANG DUA - BIREUEN||A1|284212|
28||APT. MATARAM SEGAR|JL.DANAU TOBA BLOK B 16||MALANG||A1|286077|
36|3604637|APT. MAULANA|JL. SIMPANG BANDAR BUAT NO.3||PADANG||A1|292089|
52|5200431|APT. MAULANA (RATNA FERI) - BLANGPIDIE|JL. PERSADA NO. 72 - GAMPONG KEUDEE SIBLAH||BLANGPIDIE - ACEH BARAT DAYA||A1|283937|
32|3206866|APT. MAUPE/ABDUL MALIK S|JL A M AKBAR NO 40||BARRU||A1|311402|
29|2903147|APT. MAWAR|JL. HOS COKROAMINOTO NO. 1-7||PONTIANAK||A1|324743|
45|4500899|APT. MAWAR|JL. S. MANSYUR NO. 72||TOLI-TOLI||A1|304890|
36|3604654|APT. MD|JL. KEMAYORAN NO.2A SIMP. TUNGGUL HITAM AIR TAWAR TIMUR||PADANG||A1|292125|
52|5201276|APT. MEDAN LANGSA (IRMA SYAHFITRI. SE) - LANGSA|JL. JENDERAL AHMAD YANI NO. 54 D - GAMPONG JAWA LANGSA||JAWA LANGSA - LANGSA||A1|284479|
30|3000768|APT. MEDIA FARMA|JL. LAMBUNG MANGKURAT NO. 19 RT 266||SAMARINDA||A1|317928|
36|3603332|APT. MEDIA MEDIKA|JL. CUPAK TANGAH NO.42 PAUH||PADANG||A1|292283|
41|4102196|APT. MEDIAN FARMA|JL. KH. DEWANTORO 04||JEMBER||A1|275150|
53||APT. MEDIC CENTRE|JL. A. YANI KOMPLEK KARIMUN INDAH BLOK D NO.1 KEC. KARIMUN||TANJUNG BALAI KARIMUN||A1|306495|
45||APT. MEDICA FARMA|JL. KEDONDONG NO. 04||PALU||A1|314853|
52|5201178|APT. MEDICA JAYA FARMA MEULABOH (REZA SALENDRA) - |JL. IMAM BONJOL NO. 18 SAMPING LAP FUTSAL KODIM - GAMPONG DRIEN RAMPAK||MEULABOH - ACEH BARAT||A1|283827|
28||APT. MEDICARE|JL. SUMBERSARI 89 A-B||MALANG||A1|329255|
35|3504316|APT. MEDIKA|JL. PALEMBANG - BETUNG KM.48 KEL. SETERIO KEC. BANYUASIN III||PANGKALAN BALAI||A1|299275|
29|2903298|APT. MEDIKA|JL. SELIUNG JURUSAN ANJUNGAN NO.A.1||KAB MEMPAWAH||A1|324581|
52|5200121|APT. MEDIKA DARUSSALAM|JL. TEUKU NYAK ARIEF NO. 356 - GAMPONG RUKOH||DARUSSALAM - BANDA ACEH||A1|283874|
36|3602685|APT. MEDIKA FARMA|JL. KSATRIA PTK 5 PADANG TIMUR||PADANG||A1|291265|
29|2903710|APT. MEDIKA FARMA|JL. TANJUNGRAYA II NO.7||PONTIANAK||A1|324926|
29||APT. MEDIKA FARMA|JL. TANJUNGRAYA II NO.7||PONTIANAK||A1|350845|
30|3003551|APT. MEDIKA FARMA|JL. TERATAI NO. 1 KEL. PANJI||TENGGARONG||A1|318300|
30|3001669|APT. MEDIKA FARMA|JL. YOS SUDARSO III RT 24 NO. 46||SANGATTA||A1|317933|
30|3002541|APT. MEDIKA FARMA 2|JL. YOS SUDARSO IV NO.12 DESA TELUK LINGGA KEC. SANGATA UTARA||SANGATTA||A1|317532|
30|3003141|APT. MEDIKA FARMA 3|JL. YOS SUDARSO IV NO.43 RT.09 SINGA GEMBARA KEC. SANGATTA UTARA||SANGATTA||A1|317934|
30|3003267|APT. MEDIKA FARMA BONZA|JL. LETJEND SUPRAPTO KOMP. PLAZA KEBUN SAYUR BLOK T NO 16 RT 22||BALIKPAPAN||A1|318315|
30|3003570|APT. MEDIKA UTAMA PISANGAN|JL. HM ARDANS RT.25 NO.01 KEL SATIMPO||BONTANG||R1|318024|
30|3003570|APT. MEDIKA UTAMA PISANGAN|JLHM ARDANS RT.25 NO.01 KEL SATIMPO||BONTANG||R1|318024|
36|3601614|APT. MEDINA|JL. BATANG AGAM NO. 2||BUKIT TINGGI||A1|291620|
28||APT. MEDIPHARM|JL. PUNCAK MANDALA NO. 33||KOTA MALANG||A1|359283|
52||APT. MEDISINA (ZUL HABIBI) - GP KEURAMAT BANDA ACEH|JL. SYIAH KUALA NO. 191 B - GAMPONG KEURAMAT||KEURAMAT - BANDA ACEH||A1|304023|
29|2902635|APT. MEDISTRA FARMA|JL. R.SUPRAPTO NO.48A||KETAPANG||A1|324890|
43|4301021|APT. MEDONO|JL. JEND. URIP SUMOHARDJO NO. 16 B||PEKALONGAN||A1|243972|
30|3001453|APT. MEGA DUTA FARMA|JL.KH. AKMAD MUKSIN  RT. 01||TENGGARONG||A1|318098|
26||APT. MEGA FAMILY FARMA|JL. RAYA BANCARAN NO. 27||BANGKALAN||A1|358668|
29|2902686|APT. MEGA FARMA|JL. PASAR TENGAH NO.47 RT/RW : 0129/007||BENGKAYANG||A1|324863|
26|2600125|APT. MEGA FARMA|JL. R.WIJAYA NO.31.||MOJOKERTO||A1|263313|
35|3500964|APT. MEGA J &amp; J|JL. VETERAN NO. 10 RT.02 LK I||PRABUMULIH||A1|298948|
36|3602791|APT. MEKAR|JL. KSATRIA PTK 1C PSR TERANDAM||PADANG||A1|291216|
52||APT. MEKAR SEHAT (NAZARUDDIN) - BANDA ACEH|JL. TEUKU UMAR NO 281. C||KOTA BANDA ACEH||A1|303428|
45|4500898|APT. MEKARSARI|JL. KEMRI RUKO F NO. 8||PALU||A1|304889|
35|3500134|APT. MELATI|JL. INSPEKTUR YAZID NO.102 PASAR BARU LAHAT||LAHAT||A1|298915|
29|2902628|APT. MELATI|JL. TEUKU CIK DITIRO NO.57||PONTIANAK||A1|324870|
29||APT. MELATI|JL. TEUKU CIK DITIRO NO.57||PONTIANAK||A1|334887|
52|5200783|APT. MELATI (RUSLI AHMAD) - LHOK NIBONG|JL. BANDA ACEH-MEDAN NO. 5 - GAMPONG KEUDEE BARO - DSN LHOK NIBONG||LHOK NIBONG - ACEH TIMUR||A1|284172|
35|3504375|APT. MELFA FARMA|JL. WIDURI RT. 04 RW 01 GIRI KENCANA KEC. KETAHUN||BENGKULU UTARA||A1|298442|
52||APT. MELON (KHUSNON) - RUKOH DARUSSALAM|JL. UTAMA NO 26 A||RUKOH DARUSSALAM||A1|380170|
53||APT. MEMORIAL|RUKO GRIYA SAGULUNGPERMAI B NO.8-9 KEL. SAGULUNG KOTA KEC. SAGULUNG||BATAM||A1|359810|
29|2902594|APT. MEMPAWAH|JL. GM. TAUFIQ NO.48||MEMPAWAH||A1|324479|
26|2600168|APT. MENGGALA|JL. TIDAR NO. 94||SURABAYA||A1|263279|
24||APT. MERAH PUTIH|HALMAHERA RT 007 RW 001||SEMARANG||A1|351672|
30|3002647|APT. MERAK|JL. HASAN BASRI KOMPLEK RUKO SIMPANG MERAK BLOK B 15-16 KEL. BANDARA KEC. SUNGAI PINANG||SAMARINDA||A1|318258|
53|5300031|APT. MERDEKA|JL BAKAR BATU 116 C||TANJUNG PINANG||A1|287542|
29|2900283|APT. MERDEKA|JL. P.DIPONEGORO 132||SINGKAWANG||A1|324352|
36|3604045|APT. MERDEKA|JL. PARAK LAWAS NO.11 KEL. PARAK LAWEH||PADANG||A1|291997|
29|2903102|APT. MERDEKA TIMUR|JL. HOS.COKROAMINOTO NO.28||PONTIANAK||A1|324466|
35|3503465|APT. MERI|JL. MERDEKA RT.01 RW.IV NO.40 BANYUASIN III||PANGKALAN BALAI||A1|299276|
29|2903683|APT. MERIBA II|JL. R.A KARTINI DSN.TUNGKUL||NGABANG||A1|324496|
30|3002782|APT. MERIDIAN FARMA|JL. SULTAN HASANUDDIN RUKO HASANUDDIN NO.1 RT.9 KEL. BAQA||SAMARINDA||A1|318172|
36|3601393|APT. MERLYN|JL PROKLAMASI NO 13||PADANG||A1|291665|
45|4501108|APT. METRO|JL. RAJAMOILI NO.19||PALU||A1|305101|
35|3500105|APT. METRO|JL.D.I.PANJAITAN NO.54-C PLAJU RT.50||PALEMBANG||A1|298837|
45|4500929|APT. METRO FARMA|JL. MOH. HATTA NO 78||AMPANA||A1|304896|
36|3601710|APT. METRO FARMA|JL.SOEKARNO HATTA NO. 47||BATU SANGKAR||A1|291625|
32|3206524|APT. METRO FARMA/ CV ANUGRAH MULIA UTAMA|JL. GRIYA ALAM PERMAI BLOK A NO.19 RT.008||MAKASSAR||A1|312231|
52|5201242|APT. MEURASI BANDA ACEH|JL. TGK. H.M. DAUD BEUREU-EH NO. 183 - GAMPONG LAMPRIET (BANDAR BARU)||LAMPRIET - BANDA ACEH||A1|284468|
52|5200708|APT. MEURASI BARU (RIDWANSYAH) - BANDA ACEH|JL. TEUKU UMAR NO. 508 - GAMPONG LAMTEUMEN TIMUR||LAMTEUMEN TIMUR - BANDA ACEH||A1|284313|
52|5201353|APT. MEURASI MEUREUDU (SAIFUDDIN) - MEUREUDU|JL. SULTAN ISKANDAR MUDA KM. 158  NO. 02 - GAMPONG BEURINGEN||MEUREUDU - PIDIE JAYA||A1|284463|
35|3504979|APT. MIELANI|JL. H. NAWAWI RD. INTAN KEL. JUA JUA  KOTA KAYU AGUNG||OKI||A1|298574|
32|3203468|APT. MIFTA FARMA|JL. AHMAD YANI NO. 100||POLEWALI||A1|311367|
